lesson_id	kana	romaji	meaning_vi	audio_key	script	tags
6	トップスター	toppusutaa	ngôi sao hàng đầu (đặc biệt là vai nam chính trong đoàn kịch toàn nữ Takarazuka)	lesson_6b67197da4ca	KATAKANA	CHOUON,HANDAKUON,SOKUON
6	コーヒーカップ	koohiikappu	tách cà phê	lesson_f3593b14c488	KATAKANA	CHOUON,HANDAKUON,SOKUON
6	コミック	komikku	truyện tranh	lesson_e71ef87caab6	KATAKANA	SOKUON
6	ショップ	shoppu	cửa tiệm	lesson_73b87d6b76c9	KATAKANA	HANDAKUON,SOKUON,YOUON
6	ショック	shokku	sốc (cảm xúc)	lesson_0dd5e6f4f047	KATAKANA	SOKUON,YOUON
6	ボックス	bokkusu	cái hộp	lesson_6e41e1488337	KATAKANA	DAKUON,SOKUON
6	ヨーロッパ	yooroppa	Châu Âu	lesson_e19ae381618a	KATAKANA	CHOUON,HANDAKUON,SOKUON
6	ネットワーク	nettowaaku	mạng lưới	lesson_12bc92db7d30	KATAKANA	CHOUON,SOKUON
6	チケット	chiketto	vé	lesson_3549da88529b	KATAKANA	SOKUON
6	パック	pakku	gói	lesson_707809132b6e	KATAKANA	HANDAKUON,SOKUON
6	ユニット	yunitto	đơn vị	lesson_e49f0eb2e107	KATAKANA	SOKUON
6	ペット	petto	thú cưng	lesson_36454dc98108	KATAKANA	HANDAKUON,SOKUON
6	ファッション	fasshon	thời trang	lesson_fde5cffeeff2	KATAKANA	SOKUON,YOUON
6	バッグ	baggu	túi	lesson_79694eef4281	KATAKANA	DAKUON,SOKUON
6	ブック	bukku	cuốn sách	lesson_35e8180b6f12	KATAKANA	DAKUON,SOKUON
6	クリック	kurikku	(chuột) nhấp chuột	lesson_599eb22f4ddc	KATAKANA	SOKUON
6	カップル	kappuru	cặp đôi	lesson_deff1678ad25	KATAKANA	HANDAKUON,SOKUON
6	ジャケット	jaketto	áo khoác	lesson_59eda6517d94	KATAKANA	DAKUON,SOKUON,YOUON
7	ごしゅじん	goshujin	chồng của ai đó	lesson_bcae670a1852	HIRAGANA	DAKUON,YOUON
7	じしょ	jisho	từ điển	lesson_97666def0ea0	HIRAGANA	DAKUON,YOUON
7	じてんしゃ	jitensha	xe đạp	lesson_211dddf921a2	HIRAGANA	DAKUON,YOUON
7	しゅくだい	shukudai	bài tập về nhà	lesson_fd5e3b08dbd9	HIRAGANA	DAKUON,YOUON
7	そうじ	souji	dọn dẹp	lesson_58473c53d010	HIRAGANA	CHOUON,DAKUON
7	だいじょうぶ	daijoubu	được rồi, không vấn đề gì [na-adj.]	lesson_54640dc1d65f	HIRAGANA	CHOUON,DAKUON,YOUON
7	ただしい	tadashii	đúng [i-adj.]	lesson_404f9ddf84c0	HIRAGANA	CHOUON,DAKUON
7	たんじょうび	tanjoubi	sinh nhật	lesson_099732e9eb0c	HIRAGANA	CHOUON,DAKUON,YOUON
7	ちょうど	choudo	chỉ	lesson_c663aa8496ae	HIRAGANA	CHOUON,DAKUON,YOUON
7	でんしゃ	densha	xe lửa	lesson_c5b48d951de5	HIRAGANA	DAKUON,YOUON
7	でんわばんごう	denwabangou	số điện thoại	lesson_021dccf903ec	HIRAGANA	CHOUON,DAKUON
7	どう	dou	làm thế nào	lesson_95f7d9ec06d8	HIRAGANA	CHOUON,DAKUON
7	どうして	doushite	tại sao	lesson_0dfa61bfb6d7	HIRAGANA	CHOUON,DAKUON
7	どうぶつ	doubutsu	động vật	lesson_13035a844ccc	HIRAGANA	CHOUON,DAKUON
7	どようび	doyoubi	thứ bảy	lesson_d9ccde3f8f77	HIRAGANA	CHOUON,DAKUON
7	どれ	dore	cái nào	lesson_793b833d8a25	HIRAGANA	DAKUON
7	どんな	donna	loại gì	lesson_3b11d8fbf1d2	HIRAGANA	DAKUON
7	ながい	nagai	dài [i-adj.]	lesson_87154448a3f5	HIRAGANA	DAKUON
7	なんじ	nanji	mấy giờ	lesson_8acf078cd9d5	HIRAGANA	DAKUON
7	にぎやか	nigiyaka	sống động [na-adj.]	lesson_462bd1618e91	HIRAGANA	DAKUON
7	はっぴょう	happyou	thông báo	lesson_acc6683647ee	HIRAGANA	CHOUON,HANDAKUON,SOKUON,YOUON
7	いっぱん	ippan	chung	lesson_42f07d37e26e	HIRAGANA	HANDAKUON,SOKUON
7	いっぱんてき	ippanteki	chung	lesson_ea5f6eabbd0f	HIRAGANA	HANDAKUON,SOKUON
7	やっぱり	yappari	như mong đợi	lesson_3ed5ff56d10e	HIRAGANA	HANDAKUON,SOKUON
7	はっぴょうかい	happyoukai	(trường học) buổi biểu diễn	lesson_9de2df0ce6e9	HIRAGANA	CHOUON,HANDAKUON,SOKUON,YOUON
7	いっぽう	ippou	một (đặc biệt là hai)	lesson_b60c856bd35a	HIRAGANA	CHOUON,HANDAKUON,SOKUON
7	しっぱい	shippai	thất bại	lesson_389112cadc63	HIRAGANA	HANDAKUON,SOKUON
7	いっぽうてき	ippouteki	một chiều	lesson_360282ed3ab4	HIRAGANA	CHOUON,HANDAKUON,SOKUON
7	いっぱい	ippai	một thất bại	lesson_d2de6b00c6cf	HIRAGANA	HANDAKUON,SOKUON
7	おっぱい	oppai	ngực	lesson_828860e753a8	HIRAGANA	HANDAKUON,SOKUON
7	いっぱつ	ippatsu	một phát súng	lesson_71bfa9e66715	HIRAGANA	HANDAKUON,SOKUON
7	それっぽい	soreppoi	(cái gì đó) như thế	lesson_38b08646c82a	HIRAGANA	HANDAKUON,SOKUON
7	みはっぴょう	mihappyou	chưa được xuất bản	lesson_fd49de3401fd	HIRAGANA	CHOUON,HANDAKUON,SOKUON,YOUON
7	いっぽ	ippo	(a) bước	lesson_b70eb89e94e0	HIRAGANA	HANDAKUON,SOKUON
7	しゅっぱん	shuppan	công bố	lesson_20b9314c1420	HIRAGANA	HANDAKUON,SOKUON,YOUON
7	おとなっぽい	otonappoi	trưởng thành (cách cư xử, v.v.)	lesson_d07e54eddbe3	HIRAGANA	HANDAKUON,SOKUON
7	けんぽう	kenpou	hiến pháp	lesson_eed141366436	HIRAGANA	CHOUON,HANDAKUON
7	さっぽろ	sapporo	Sapporo (thành phố ở Hokkaido)	lesson_21c4fcf9fe16	HIRAGANA	HANDAKUON,SOKUON
7	しゅっぱんぶつ	shuppanbutsu	công bố	lesson_edaeb9f0a1cb	HIRAGANA	DAKUON,HANDAKUON,SOKUON,YOUON
7	いっぴき	ippiki	một (động vật nhỏ)	lesson_be2be88286e9	HIRAGANA	HANDAKUON,SOKUON
7	いしゃ	isha	bác sĩ =	lesson_b68960b205eb	HIRAGANA	YOUON
7	おちゃ	ocha	trà	lesson_23d07bd2dd9e	HIRAGANA	YOUON
7	かいしゃ	kaisha	công ty	lesson_605cbfae5612	HIRAGANA	YOUON
7	きょねん	kyonen	năm ngoái	lesson_9f810066c735	HIRAGANA	YOUON
7	しゃしん	shashin	bức ảnh, bức ảnh, bức ảnh	lesson_99b7c3e66e4b	HIRAGANA	YOUON
7	せんしゅう	senshuu	tuần trước	lesson_815d3b877575	HIRAGANA	CHOUON,YOUON
7	ちゃいろ	chairo	nâu	lesson_73e12cd2065f	HIRAGANA	YOUON
7	ちゃわん	chawan	cơm) bát	lesson_578f0b66d9ab	HIRAGANA	YOUON
7	とうきょう	toukyou	Tokyo	lesson_058b6f147da6	HIRAGANA	CHOUON,YOUON
7	としょかん	toshokan	thư viện	lesson_36f9f83211c1	HIRAGANA	YOUON
7	ひゃく	hyaku	trăm	lesson_1119c7bdbd3b	HIRAGANA	YOUON
7	びょういん	byouin	bệnh viện	lesson_0cad0571d44b	HIRAGANA	CHOUON,DAKUON,YOUON
7	びょうき	byouki	bệnh tật, căn bệnh	lesson_bae2a731c887	HIRAGANA	CHOUON,DAKUON,YOUON
7	ぶんしょう	bunshou	văn bản	lesson_5011234a1066	HIRAGANA	CHOUON,DAKUON,YOUON
7	まいしゅう	maishuu	mỗi tuần	lesson_e11df8f7950a	HIRAGANA	CHOUON,YOUON
7	ゆうびんきょく	yuubinkyoku	bưu điện	lesson_022b7bdd1855	HIRAGANA	CHOUON,DAKUON,YOUON
7	らいしゅう	raishuu	tuần tới	lesson_9d52e342379a	HIRAGANA	CHOUON,YOUON
7	りゅうがくせい	ryuugakusei	sinh viên du học	lesson_c424b9b709c2	HIRAGANA	CHOUON,DAKUON,YOUON
7	りょうしん	ryoushin	bố mẹ	lesson_6d01d02cd792	HIRAGANA	CHOUON,YOUON
7	りょうり	ryouri	nấu ăn	lesson_e437be4fbe8f	HIRAGANA	CHOUON,YOUON
7	せんせい	sensei	giáo viên	lesson_4ca0d0546bc2	HIRAGANA	CHOUON
7	たいてい	taitei	hầu hết, thường là	lesson_94bfa2764324	HIRAGANA	CHOUON
7	たのしい	tanoshii	thú vị, dễ chịu [i-adj.]	lesson_e2ed223cac40	HIRAGANA	CHOUON
7	ちいさい	chiisai	nhỏ bé	lesson_c8584afcd2d0	HIRAGANA	CHOUON
7	ちいさな	chiisana	danh từ]	lesson_4848aece109a	HIRAGANA	CHOUON
7	とうふ	toufu	đậu phụ	lesson_ce3b2d915838	HIRAGANA	CHOUON
7	とお	too	mười	lesson_3edf7389c1df	HIRAGANA	CHOUON
7	とおい	tooi	xa [i-adj.]	lesson_429a9494df3b	HIRAGANA	CHOUON
7	とおく	tooku	xa, xa [danh từ]	lesson_22a1c6bd7822	HIRAGANA	CHOUON
7	とおか	tooka	ngày thứ mười của tháng, mười ngày	lesson_3061a0812422	HIRAGANA	CHOUON
7	とけい	tokei	đồng hồ, đồng hồ đeo tay	lesson_554662dab345	HIRAGANA	CHOUON
7	にちようび	nichiyoubi	chủ nhật	lesson_8254487a7be4	HIRAGANA	CHOUON,DAKUON
7	ばんごう	bangou	con số	lesson_78fc285b999a	HIRAGANA	CHOUON,DAKUON
7	ひこうき	hikouki	máy bay	lesson_e199a05a667b	HIRAGANA	CHOUON
7	ふうとう	fuutou	phong bì	lesson_5a2aff2b1bbd	HIRAGANA	CHOUON
7	ほう	hou	B là ... hơn A	lesson_061e47f77568	HIRAGANA	CHOUON
7	ぼうし	boushi	mũ, mũ	lesson_266341094f59	HIRAGANA	CHOUON,DAKUON
7	ほしい	hoshii	muốn (cái gì đó) [i-adj.]	lesson_833f924dd584	HIRAGANA	CHOUON
7	ほんとう	hontou	thực sự, sự thật	lesson_06b273db9078	HIRAGANA	CHOUON
7	むこう	mukou	đằng kia	lesson_30cf531a31f1	HIRAGANA	CHOUON
7	にっかん	nikkan	ấn phẩm hàng ngày	lesson_31410526fc05	HIRAGANA	SOKUON
7	だって	datte	sau tất cả	lesson_c5d3234783ab	HIRAGANA	DAKUON,SOKUON
7	れっか	rekka	sự suy giảm (về chất lượng, hiệu suất, v.v.)	lesson_8b0a5386f335	HIRAGANA	SOKUON
7	ことによって	kotoniyotte	qua	lesson_8a83bcd039b7	HIRAGANA	SOKUON
7	じゅうよっか	juuyokka	Ngày 14 của tháng	lesson_106d2b4de8d2	HIRAGANA	CHOUON,DAKUON,SOKUON,YOUON
7	にっき	nikki	nhật ký	lesson_a0f3d8b3b731	HIRAGANA	SOKUON
7	によってことなる	niyottekotonaru	khác nhau tùy theo...	lesson_d63a096f8fa7	HIRAGANA	SOKUON
7	ぜったい	zettai	tuyệt đối	lesson_489e273678c4	HIRAGANA	DAKUON,SOKUON
7	ぜったいに	zettaini	tuyệt đối	lesson_40e80b93bf9c	HIRAGANA	DAKUON,SOKUON
7	いってん	itten	điểm	lesson_1389d5cc52e2	HIRAGANA	SOKUON
7	じっさい	jissai	thực tế	lesson_b62f4fbfc3c4	HIRAGANA	DAKUON,SOKUON
7	じっさいは	jissaiha	thực tế	lesson_af79ada3d83a	HIRAGANA	DAKUON,SOKUON
7	ごっかん	gokkan	cực lạnh	lesson_6f4be337245e	HIRAGANA	DAKUON,SOKUON
7	もってくる	mottekuru	mang theo (cái gì)	lesson_365e2b765cff	HIRAGANA	SOKUON
7	けっこん	kekkon	hôn nhân	lesson_392da4e7d891	HIRAGANA	SOKUON
7	あっというま	attoiuma	ngay lập tức	lesson_f38f447e81d3	HIRAGANA	SOKUON
7	あっというまに	attoiumani	ngay lập tức	lesson_08eae7b159e9	HIRAGANA	SOKUON
7	ずっと	zutto	liên tục	lesson_48f70ea252b7	HIRAGANA	DAKUON,SOKUON
7	いっきょく	ikkyoku	giai điệu (giai điệu, đoạn nhạc)	lesson_3387b73100a8	HIRAGANA	SOKUON,YOUON
7	ぜったいてき	zettaiteki	tuyệt đối	lesson_ba82c74dd079	HIRAGANA	DAKUON,SOKUON
8	ボール	booru	trái bóng	lesson_04e9ee8d4ac8	KATAKANA	CHOUON,DAKUON
8	ベース	beesu	căn cứ	lesson_871d5ba3d946	KATAKANA	CHOUON,DAKUON
8	エネルギー	enerugii	năng lượng	lesson_578325b56bfa	KATAKANA	CHOUON,DAKUON
8	ステージ	suteeji	sân khấu (sân khấu)	lesson_382a75488bd1	KATAKANA	CHOUON,DAKUON
8	バー	baa	thanh	lesson_625f9648bf11	KATAKANA	CHOUON,DAKUON
8	デビュー	debyuu	ra mắt	lesson_a708ccd767b1	KATAKANA	CHOUON,DAKUON,YOUON
8	デート	deeto	hẹn hò (với ai đó)	lesson_71911cd8dbd2	KATAKANA	CHOUON,DAKUON
8	ビール	biiru	bia	lesson_4c341ae8e8e9	KATAKANA	CHOUON,DAKUON
8	カバー	kabaa	che	lesson_7d9a21b27aaa	KATAKANA	CHOUON,DAKUON
8	シーズン	shiizun	mùa giải (thời gian diễn ra các trận đấu được quy định)	lesson_1839816e329f	KATAKANA	CHOUON,DAKUON
8	モード	moodo	chế độ (ví dụ: của máy)	lesson_97d717916b30	KATAKANA	CHOUON,DAKUON
8	タイゲーム	taigeemu	trò chơi buộc	lesson_5bec4d3e1ccf	KATAKANA	CHOUON,DAKUON
8	バスツアー	basutsuaa	chuyến tham quan bằng xe buýt	lesson_aecaac86ab2c	KATAKANA	CHOUON,DAKUON
8	インタビュー	intabyuu	cuộc phỏng vấn (trên truyền hình, trên báo, v.v.)	lesson_073eafeb0c95	KATAKANA	CHOUON,DAKUON,YOUON
8	ブルー	buruu	màu xanh	lesson_96aea44a0c8f	KATAKANA	CHOUON,DAKUON
8	リーダー	riidaa	lãnh đạo	lesson_2fa6e1dccb15	KATAKANA	CHOUON,DAKUON
8	バージョン	baajon	phiên bản	lesson_7b193c28d422	KATAKANA	CHOUON,DAKUON,YOUON
8	ジャンル	janru	thể loại	lesson_e38ec79f98f6	KATAKANA	DAKUON,YOUON
8	ダウンロード	daunroodo	tải về	lesson_bc3a85876c88	KATAKANA	CHOUON,DAKUON
8	ロード	roodo	đường	lesson_c83820992b47	KATAKANA	CHOUON,DAKUON
8	オープン	oopun	khai trương (một cửa hàng mới, sân golf, đường băng, v.v.)	lesson_265f036d1e69	KATAKANA	CHOUON,HANDAKUON
8	パワー	pawaa	quyền lực	lesson_4c0c4a4c87b9	KATAKANA	CHOUON,HANDAKUON
8	キャンペーン	kyanpeen	(bán hàng) khuyến mại	lesson_2032565a4d98	KATAKANA	CHOUON,HANDAKUON,YOUON
8	サポート	sapooto	hỗ trợ	lesson_449c69d77701	KATAKANA	CHOUON,HANDAKUON
8	パターン	pataan	hoa văn	lesson_c5b3b4a7db05	KATAKANA	CHOUON,HANDAKUON
8	プレイヤー	pureiyaa	người chơi	lesson_197f0ff2bea0	KATAKANA	CHOUON,HANDAKUON
8	マンパワー	manpawaa	nhân lực	lesson_b044b8fc49bc	KATAKANA	CHOUON,HANDAKUON
8	スペース	supeesu	không gian	lesson_8c8ed585f93c	KATAKANA	CHOUON,HANDAKUON
8	スペシャル	supesharu	đặc biệt	lesson_051c07cfc82e	KATAKANA	HANDAKUON,YOUON
8	ジャンプ	janpu	nhảy	lesson_72846f25bfe6	KATAKANA	DAKUON,HANDAKUON,YOUON
8	スピード	supiido	tốc độ	lesson_b69cc9df9747	KATAKANA	CHOUON,DAKUON,HANDAKUON
8	プロフィール	purofiiru	hồ sơ	lesson_0190762129db	KATAKANA	CHOUON,HANDAKUON
8	コンピュータ	konpyuuta	máy tính	lesson_b4d5f27f8efc	KATAKANA	CHOUON,HANDAKUON,YOUON
8	ポール	pooru	cực	lesson_fc1a6f099b2b	KATAKANA	CHOUON,HANDAKUON
8	パートナー	paatonaa	(khiêu vũ) bạn nhảy	lesson_51c6ed0e175b	KATAKANA	CHOUON,HANDAKUON
8	パート	paato	một phần	lesson_0ce32fe62c0a	KATAKANA	CHOUON,HANDAKUON
8	ホームページ	hoomupeeji	trang chủ (của một trang web hoặc trình duyệt)	lesson_c4526dbf0967	KATAKANA	CHOUON,DAKUON,HANDAKUON
8	パーツ	paatsu	một phần	lesson_2ec7f8ee96d7	KATAKANA	CHOUON,HANDAKUON
8	ジャパン	japan	Nhật Bản	lesson_a4d9ee79af54	KATAKANA	DAKUON,HANDAKUON,YOUON
8	パー	paa	ngang bằng	lesson_6d4dea10b203	KATAKANA	CHOUON,HANDAKUON
8	シャツ	shatsu	áo sơ mi	lesson_b0b79149886d	KATAKANA	YOUON
8	ワイシャツ	waishatsu	Y	lesson_6b7abebc15c6	KATAKANA	YOUON
8	キャラ	kyara	(hư cấu) nhân vật	lesson_10014a4d6804	KATAKANA	YOUON
8	キャラクター	kyarakutaa	nhân vật	lesson_614189b3887e	KATAKANA	CHOUON,YOUON
8	チャンス	chansu	cơ hội	lesson_fd395d8bb214	KATAKANA	YOUON
8	ティーシャツ	teiishatsu	áo phông	lesson_49b7a88032b4	KATAKANA	CHOUON,YOUON
8	ニューヨーク	nyuuyooku	New York	lesson_ae4521e86845	KATAKANA	CHOUON,YOUON
8	ショー	shoo	hiển thị	lesson_86567ad7887d	KATAKANA	CHOUON,YOUON
8	ニュー	nyuu	mới	lesson_bf9e9455afde	KATAKANA	CHOUON,YOUON
8	チャンネル	channeru	kênh	lesson_fcdd051bf770	KATAKANA	YOUON
8	レビュー	rebyuu	đánh giá	lesson_3c5ba2f1b6be	KATAKANA	CHOUON,DAKUON,YOUON
8	コミュニティ	komyunitei	cộng đồng	lesson_53b17bf60b04	KATAKANA	YOUON
8	アクション	akushon	hành động	lesson_faedd7eb6ac9	KATAKANA	YOUON
8	キャリア	kyaria	sự nghiệp	lesson_c21c17c0c51d	KATAKANA	YOUON
8	チャレンジ	charenji	tham gia (một thử thách)	lesson_6722041428da	KATAKANA	DAKUON,YOUON
8	キャスト	kyasuto	dàn diễn viên (của một bộ phim, vở kịch...)	lesson_43559b6cb29c	KATAKANA	YOUON
8	メニュー	menyuu	thực đơn	lesson_8f99b5f7c588	KATAKANA	CHOUON,YOUON
8	フィギュア	figyua	hình	lesson_9dec44a3aaa7	KATAKANA	DAKUON,YOUON
8	コレクション	korekushon	bộ sưu tập (tác phẩm nghệ thuật, tem, v.v.)	lesson_a669a8902635	KATAKANA	YOUON
8	セキュリティ	sekyuritei	an ninh	lesson_81b9e6929d22	KATAKANA	YOUON
8	メーカー	meekaa	nhà sản xuất (đặc biệt là một công ty lớn)	lesson_ec092a4eff87	KATAKANA	CHOUON
8	コース	koosu	khóa học	lesson_7ce7d5b637b4	KATAKANA	CHOUON
8	フリー	furii	tự do (kiềm chế, kiểm soát, v.v.)	lesson_c55126c0d67b	KATAKANA	CHOUON
8	スター	sutaa	ngôi sao (diễn viên, vận động viên, v.v.)	lesson_b9d21fe93fad	KATAKANA	CHOUON
8	カラー	karaa	màu sắc	lesson_121ae791f11b	KATAKANA	CHOUON
8	レース	reesu	cuộc đua	lesson_38dba9d52bab	KATAKANA	CHOUON
8	キー	kii	chìa khóa (để mở khóa)	lesson_c4ad48954bd3	KATAKANA	CHOUON
8	マーク	maaku	đánh dấu	lesson_f54fcf00b776	KATAKANA	CHOUON
8	ルール	ruuru	cai trị	lesson_fafa32e8be5b	KATAKANA	CHOUON
8	ケース	keesu	thùng (hộp đựng)	lesson_8662c94b2692	KATAKANA	CHOUON
8	リリース	ririisu	phát hành (phim, sản phẩm...)	lesson_938d86a39fd7	KATAKANA	CHOUON
8	ストーリー	sutoorii	câu chuyện	lesson_3bc4f7683cbd	KATAKANA	CHOUON
8	ホーム	hoomu	nền tảng	lesson_ed28cf13bde2	KATAKANA	CHOUON
8	ロー	roo	thấp	lesson_0e2867a917da	KATAKANA	CHOUON
8	カレー	karee	cà ri (đặc biệt là cà ri Nhật Bản)	lesson_c14314827041	KATAKANA	CHOUON
8	マスター	masutaa	thành thạo (một kỹ năng)	lesson_518467dd8f62	KATAKANA	CHOUON
8	ノー	noo	không	lesson_e1b5ca38504f	KATAKANA	CHOUON
8	スーツ	suutsu	bộ đồ (quần áo)	lesson_d36caa93b02a	KATAKANA	CHOUON
8	カー	kaa	xe hơi	lesson_f4adebf88871	KATAKANA	CHOUON
8	モンスター	monsutaa	quái vật	lesson_8d5ea4070479	KATAKANA	CHOUON
8	ミッション	misshon	sứ mệnh	lesson_56250a10c40f	KATAKANA	SOKUON,YOUON
8	スイッチ	suitchi	chuyển đổi	lesson_b3a79104b385	KATAKANA	SOKUON
8	コーヒーショップ	koohiishoppu	quán cà phê	lesson_e271b7838f80	KATAKANA	CHOUON,HANDAKUON,SOKUON,YOUON
8	ハッピー	happii	hạnh phúc	lesson_c763f8f361a1	KATAKANA	CHOUON,HANDAKUON,SOKUON
8	パッケージ	pakkeeji	gói	lesson_cb0581d4a2a9	KATAKANA	CHOUON,DAKUON,HANDAKUON,SOKUON
8	ビッグ	biggu	lớn	lesson_167b0d570274	KATAKANA	DAKUON,SOKUON
8	ジャック	jakku	giắc cắm	lesson_eefc4dec9fb2	KATAKANA	DAKUON,SOKUON,YOUON
8	チャット	chatto	trò chuyện	lesson_ab9f7ee6f8b0	KATAKANA	SOKUON,YOUON
8	バッテリー	batterii	pin	lesson_7ce2ea1162a1	KATAKANA	CHOUON,DAKUON,SOKUON
8	パイロット	pairotto	phi công	lesson_b37df19ef8ff	KATAKANA	HANDAKUON,SOKUON
8	ハードトップ	haadotoppu	mui cứng	lesson_4bc4b758bda3	KATAKANA	CHOUON,DAKUON,HANDAKUON,SOKUON
8	マップ	mappu	bản đồ	lesson_5408c1debd59	KATAKANA	HANDAKUON,SOKUON
8	メリット	meritto	lợi thế	lesson_56aad9db8d26	KATAKANA	SOKUON
8	ビット	bitto	chút	lesson_e00af408596a	KATAKANA	DAKUON,SOKUON
8	ショット	shotto	bắn	lesson_0c9d82c268c6	KATAKANA	SOKUON,YOUON
8	ハードロック	haadorokku	đá cứng	lesson_2c57d78178eb	KATAKANA	CHOUON,DAKUON,SOKUON
8	メイクアップ	meikuappu	trang điểm	lesson_845a201b3180	KATAKANA	HANDAKUON,SOKUON
8	チェックアウト	chekkuauto	trả phòng (của một khách sạn)	lesson_39fd54168731	KATAKANA	SOKUON
8	ヘッド	heddo	cái đầu	lesson_31b6a2608bf5	KATAKANA	DAKUON,SOKUON
8	ラップ	rappu	bọc nhựa	lesson_fbc2acbe7b2f	KATAKANA	HANDAKUON,SOKUON
9	にほんご	nihongo	tiếng nhật	lesson_f31040750b56	HIRAGANA	DAKUON
9	はいざら	haizara	cái gạt tàn	lesson_38daef150e9b	HIRAGANA	DAKUON
9	はがき	hagaki	bưu thiếp	lesson_d9fce18767bd	HIRAGANA	DAKUON
9	はじめに	hajimeni	lúc đầu	lesson_46a7f4db6a6b	HIRAGANA	DAKUON
9	はじめて	hajimete	lần đầu tiên	lesson_69873d7587ac	HIRAGANA	DAKUON
9	ばん	ban	buổi tối, đêm	lesson_0f3003428c75	HIRAGANA	DAKUON
9	ばんごはん	bangohan	bữa tối	lesson_4486b10e4fb7	HIRAGANA	DAKUON
9	はんぶん	hanbun	một nửa	lesson_71dd0cb1d284	HIRAGANA	DAKUON
9	ひがし	higashi	phía đông	lesson_bdd2e2e80aee	HIRAGANA	DAKUON
9	ひだり	hidari	trái	lesson_162849cc94da	HIRAGANA	DAKUON
9	しゅっぱんしゃ	shuppansha	nhà xuất bản	lesson_25e5a28aa404	HIRAGANA	HANDAKUON,SOKUON,YOUON
9	しゅっぱつ	shuppatsu	khởi hành	lesson_33422fb46dfd	HIRAGANA	HANDAKUON,SOKUON,YOUON
9	いっぴょう	ippyou	một phiếu bầu	lesson_dfd529198318	HIRAGANA	CHOUON,HANDAKUON,SOKUON,YOUON
9	れんぽう	renpou	liên bang (của các tiểu bang)	lesson_2f15e41b50d8	HIRAGANA	CHOUON,HANDAKUON
9	とっぱ	toppa	đột phá	lesson_210c015b8496	HIRAGANA	HANDAKUON,SOKUON
9	たっぷり	tappuri	lỏng lẻo	lesson_7df1abada6fd	HIRAGANA	HANDAKUON,SOKUON
9	ぴったり	pittari	chặt chẽ	lesson_6f838db84fdb	HIRAGANA	HANDAKUON,SOKUON
9	しゅっぴん	shuppin	trưng bày	lesson_ddc23bd989d8	HIRAGANA	HANDAKUON,SOKUON,YOUON
9	いっぱんじん	ippanjin	người bình thường	lesson_9e135f790c5a	HIRAGANA	DAKUON,HANDAKUON,SOKUON
9	さっぱり	sappari	cảm thấy sảng khoái	lesson_4cbf6176d6d6	HIRAGANA	HANDAKUON,SOKUON
9	りょこうがいしゃ	ryokougaisha	đại lý du lịch	lesson_0953a0d98d1a	HIRAGANA	CHOUON,DAKUON,YOUON
9	れんしゅう	renshuu	luyện tập	lesson_e9f587e0d42e	HIRAGANA	CHOUON,YOUON
9	じゃ	ja	vậy thì, à, vậy thì, nếu vậy, trong trường hợp này. 4	lesson_d91490197bd6	HIRAGANA	DAKUON,YOUON
9	じゃあ	jaa	vậy thì, à, vậy thì, nếu vậy, trong trường hợp này. 2	lesson_0cfb0ce96c37	HIRAGANA	CHOUON,DAKUON,YOUON
9	じゃない	janai	không phải	lesson_df09232e1b61	HIRAGANA	DAKUON,YOUON
9	ちゅう	chuu	trung bình (kích thước)	lesson_87ec648aebd6	HIRAGANA	CHOUON,YOUON
9	じゃないか	janaika	phải không?	lesson_8898abe455e5	HIRAGANA	DAKUON,YOUON
9	でしょ	desho	có vẻ như	lesson_9c052912e842	HIRAGANA	DAKUON,YOUON
9	それじゃ	soreja	à,...	lesson_2a4a34c25c5b	HIRAGANA	DAKUON,YOUON
9	でしょう	deshou	có vẻ như	lesson_b314e514298a	HIRAGANA	CHOUON,DAKUON,YOUON
9	むずかしい	muzukashii	khó [i-adj.]	lesson_a5ccde9361fb	HIRAGANA	CHOUON,DAKUON
9	もう	mou	đã, chưa	lesson_1b7f8e02008e	HIRAGANA	CHOUON
9	もくようび	mokuyoubi	thứ năm	lesson_561867c6f768	HIRAGANA	CHOUON,DAKUON
9	やさしい	yasashii	dễ dàng, tốt bụng/tốt bụng/ngọt ngào/dịu dàng [i-adj.]	lesson_c8368ca4826b	HIRAGANA	CHOUON
9	ゆうがた	yuugata	đầu giờ tối	lesson_81feba2dc169	HIRAGANA	CHOUON,DAKUON
9	ゆうめい	yuumei	nổi tiếng [na-adj.]	lesson_c829449c5bdd	HIRAGANA	CHOUON
9	ようか	youka	tám ngày trong tháng, tám ngày	lesson_fd475f59137b	HIRAGANA	CHOUON
9	ようふく	youfuku	phương Tây) quần áo	lesson_fbed71840904	HIRAGANA	CHOUON
9	れい	rei	ví dụ	lesson_0754a262e6a3	HIRAGANA	CHOUON
9	れいぞうこ	reizouko	tủ lạnh	lesson_276531918947	HIRAGANA	CHOUON,DAKUON
9	もっていく	motteiku	mang (cái gì) theo	lesson_78b5f0b70e69	HIRAGANA	CHOUON,SOKUON
9	よかったら	yokattara	nếu bạn thích	lesson_08ffbf813190	HIRAGANA	SOKUON
9	せってい	settei	thành lập	lesson_93152d314b90	HIRAGANA	CHOUON,SOKUON
9	にじゅうよっか	nijuuyokka	Ngày 24 của tháng	lesson_474ea60ffd92	HIRAGANA	CHOUON,DAKUON,SOKUON,YOUON
